,Player,Team,G,Par,Stocks,eFG%,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
274,Stacey Augmon,Portland Trail Blazers,48.0,8.1,1.6,0.448,13.0,0.501,2.6,2.7,1.0,0.7,50.0,0,0.96,1999
275,Tom Hammonds,Minnesota Timberwolves,49.0,7.5,0.3,0.458,9.4,0.5,1.0,-5.0,-0.6,0.5,50.0,0,0.98,1999
276,Bob Sura,Cleveland Cavaliers,50.0,9.3,1.2,0.355,11.0,0.419,0.4,-1.3,0.2,0.44,50.0,0,1.0,1999
279,Thurl Bailey,Utah Jazz,43.0,7.0,0.9,0.446,11.5,0.476,0.9,-2.6,-0.1,0.74,50.0,0,0.86,1999
282,Chris Morris,Phoenix Suns,44.0,7.5,0.7,0.483,15.3,0.544,1.6,0.1,0.3,0.54,50.0,0,0.88,1999
283,Cory Carr,Chicago Bulls,42.0,6.9,0.7,0.34,5.1,0.372,-1.2,-8.2,-1.0,0.26,50.0,0,0.84,1999
287,Adam Keefe,Utah Jazz,44.0,7.8,0.7,0.452,12.2,0.533,1.7,-0.8,0.2,0.74,50.0,0,0.88,1999
291,Aaron Williams,Seattle SuperSonics,40.0,7.8,1.0,0.423,15.2,0.508,1.1,-1.6,0.0,0.5,50.0,0,0.8,1999
301,Pete Chilcutt,Vancouver Grizzlies,46.0,6.8,0.8,0.442,9.4,0.462,0.3,-2.4,-0.1,0.16,50.0,0,0.92,1999
302,Kelvin Cato,Portland Trail Blazers,43.0,7.4,1.8,0.453,14.5,0.476,1.6,0.1,0.3,0.7,50.0,0,0.86,1999
306,Todd Fuller,Utah Jazz,42.0,5.9,0.4,0.452,9.1,0.486,0.6,-4.8,-0.3,0.74,50.0,0,0.84,1999
311,Chris Anstey,Dallas Mavericks,41.0,6.4,0.7,0.36,9.2,0.418,0.3,-4.4,-0.3,0.38,50.0,0,0.82,1999
318,Jerome Kersey,San Antonio Spurs,45.0,7.0,1.1,0.348,7.4,0.352,0.6,-2.9,-0.1,0.74,50.0,0,0.9,1999
321,Harvey Grant,Philadelphia 76ers,47.0,5.9,0.7,0.372,6.6,0.404,0.8,-2.8,-0.2,0.56,50.0,0,0.94,1999
329,Matt Bullard,Houston Rockets,41.0,4.3,0.4,0.482,9.6,0.494,0.5,-1.3,0.1,0.62,50.0,0,0.82,1999
330,Adonal Foyle,Golden State Warriors,44.0,7.7,1.3,0.43,12.3,0.45,1.1,-1.3,0.1,0.42,50.0,0,0.88,1999
332,Greg Foster,Utah Jazz,42.0,5.4,0.3,0.38,6.3,0.401,0.1,-6.1,-0.5,0.74,50.0,0,0.84,1999
339,Chris Dudley,New York Knicks,46.0,6.9,1.1,0.44,9.6,0.454,1.5,-2.3,0.0,0.54,50.0,0,0.92,1999
370,Eric Montross,Detroit Pistons,46.0,5.4,0.9,0.525,9.1,0.505,1.3,-2.4,-0.1,0.58,50.0,0,0.92,1999
394,Michael Stewart,Toronto Raptors,42.0,4.0,0.8,0.415,8.8,0.477,0.7,-4.9,-0.3,0.46,50.0,0,0.84,1999
405,Mark West,Atlanta Hawks,49.0,4.1,0.5,0.373,6.5,0.381,0.7,-3.7,-0.2,0.62,50.0,0,0.98,1999
