,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
14,15.0,Doug Collins,24.0,PHI,SG,77.0,77.0,2995.0,16.7,0.575,0.372,4.1,5.8,5.0,9.6,1.6,0.4,8.2,1.9,10.0,0.161,1.7,-0.3,1.5,2.6,"MVP-20,AS"
15,16.0,Fred Carter,30.0,PHI,PG,82.0,81.0,2992.0,14.5,0.447,0.196,3.7,6.0,4.8,19.1,2.0,0.2,1.1,2.2,3.3,0.053,-0.7,-0.9,-1.6,0.3,
16,17.0,Elvin Hayes,30.0,WSB,PF,80.0,,2975.0,18.4,0.501,0.331,7.6,22.6,15.3,6.4,1.6,3.5,2.2,5.9,8.1,0.131,0.4,1.0,1.3,2.5,"MVP-8,AS,NBA2"
17,18.0,Scott Wedman,23.0,KCK,SF,82.0,82.0,2968.0,13.9,0.492,0.207,6.8,14.2,10.4,10.1,1.6,0.6,2.6,2.2,4.9,0.079,-0.2,-0.8,-1.0,0.7,AS
18,19.0,Paul Westphal,25.0,PHO,PG,82.0,,2960.0,19.9,0.551,0.331,2.7,6.7,4.8,23.3,3.2,0.7,6.3,3.2,9.6,0.155,2.3,0.8,3.1,3.8,MVP-24
19,20.0,Phil Chenier,25.0,WSB,SG,80.0,,2952.0,17.6,0.528,0.252,3.1,8.0,5.6,13.6,2.5,0.8,4.9,3.9,8.8,0.143,1.3,1.0,2.3,3.2,MVP-17
20,21.0,George McGinnis,25.0,PHI,PF,77.0,77.0,2946.0,21.3,0.482,0.414,8.5,23.1,15.9,18.7,3.0,0.7,3.1,5.5,8.5,0.139,2.1,1.1,3.3,3.9,"MVP-5,AS,NBA1"
21,22.0,Dave Bing,32.0,WSB,PG,82.0,,2945.0,16.0,0.511,0.379,3.4,4.9,4.2,24.2,1.8,0.4,3.4,2.9,6.3,0.102,0.4,-0.5,-0.1,1.4,"MVP-6,AS"
22,23.0,Wes Unseld,29.0,WSB,C,78.0,,2922.0,16.2,0.574,0.344,10.0,26.3,18.4,18.5,1.3,1.1,4.3,5.2,9.5,0.156,2.0,2.0,4.0,4.4,MVP-11
23,24.0,Jim Brewer,24.0,CLE,PF,82.0,82.0,2913.0,14.9,0.485,0.245,10.2,21.7,15.7,9.6,1.5,1.7,3.4,4.5,7.9,0.13,1.0,0.9,1.9,2.8,DEF2
24,25.0,Charlie Scott,27.0,BOS,SG,82.0,82.0,2913.0,14.5,0.495,0.256,3.6,8.5,6.0,16.9,1.6,0.4,3.3,3.1,6.4,0.106,-0.6,0.3,-0.3,1.3,
25,26.0,Rudy Tomjanovich,27.0,HOU,PF,79.0,,2912.0,16.1,0.551,0.24,6.4,18.0,12.4,9.4,0.7,0.3,6.1,1.2,7.3,0.12,1.8,-1.7,0.1,1.5,AS
26,27.0,Tom Henderson,24.0,ATL,PG,81.0,,2900.0,13.2,0.454,0.268,2.0,7.6,4.7,19.2,2.2,0.2,0.8,1.3,2.1,0.035,-1.2,-0.8,-1.9,0.0,
27,28.0,Spencer Haywood,26.0,NYK,PF,78.0,,2892.0,17.2,0.497,0.329,8.2,23.3,15.6,4.8,0.8,1.5,3.5,3.4,6.8,0.114,0.9,-1.1,-0.2,1.3,
28,29.0,Earl Monroe,31.0,NYK,SG,76.0,,2889.0,17.1,0.521,0.263,1.7,8.1,4.9,16.3,1.8,0.4,5.1,2.1,7.2,0.119,1.6,-0.1,1.5,2.5,MVP-12
29,30.0,Jim Cleamons,26.0,CLE,PG,82.0,82.0,2835.0,14.9,0.509,0.246,4.3,8.6,6.4,20.5,2.1,0.4,4.2,2.9,7.1,0.12,0.5,0.7,1.3,2.4,DEF2
30,31.0,Bob Love,33.0,CHI,SF,76.0,,2823.0,14.1,0.455,0.325,6.4,12.2,9.1,8.7,1.1,0.2,2.2,2.3,4.5,0.076,0.0,-1.5,-1.6,0.3,
31,32.0,Elmore Smith,26.0,MIL,C,78.0,,2809.0,17.7,0.545,0.365,7.7,24.9,16.6,5.0,1.3,4.4,4.1,4.7,8.7,0.149,0.8,1.3,2.1,2.9,
32,33.0,Brian Winters,23.0,MIL,SG,78.0,,2795.0,16.1,0.496,0.163,2.5,6.6,4.6,20.1,2.1,0.5,3.1,1.9,5.0,0.085,0.3,-0.5,-0.1,1.3,AS
33,34.0,Phil Smith,23.0,GSW,SG,82.0,82.0,2793.0,18.4,0.525,0.296,4.6,8.2,6.4,18.7,1.7,0.3,6.3,3.1,9.4,0.161,2.3,-0.3,2.0,2.8,"MVP-7,AS,NBA2,DEF2"
34,35.0,Slick Watts,24.0,SEA,PG,82.0,82.0,2776.0,17.2,0.457,0.339,4.1,9.6,6.8,32.2,4.2,0.3,0.9,3.8,4.7,0.08,0.3,1.5,1.8,2.6,DEF1
35,36.0,Gar Heard,27.0,2TM,PF,86.0,,2747.0,13.7,0.466,0.275,9.8,23.5,16.8,9.4,1.9,1.8,0.3,4.2,4.5,0.079,-1.0,0.4,-0.6,1.0,
36,36.0,Gar Heard,27.0,BUF,PF,50.0,,1527.0,13.4,0.45,0.274,9.8,24.7,17.5,11.0,1.9,1.8,-0.3,2.5,2.2,0.069,-1.3,0.8,-0.5,0.6,
37,36.0,Gar Heard,27.0,PHO,PF,36.0,,1220.0,14.1,0.486,0.276,9.8,21.9,15.9,7.4,1.9,1.8,0.6,1.7,2.3,0.092,-0.6,-0.1,-0.7,0.4,
38,37.0,Jim Chones,26.0,CLE,C,82.0,82.0,2741.0,15.5,0.473,0.207,7.1,21.0,13.9,8.8,0.7,1.9,2.3,3.6,6.0,0.105,0.3,-0.3,0.1,1.4,MVP-9
39,38.0,Bob Dandridge,28.0,MIL,SF,73.0,,2735.0,19.1,0.545,0.254,6.7,13.7,10.3,11.9,1.9,0.7,6.4,2.6,9.0,0.158,2.6,-0.2,2.4,3.0,"MVP-24,AS"
40,39.0,Jamaal Wilkes,22.0,GSW,SF,82.0,82.0,2716.0,16.8,0.499,0.22,6.9,18.3,12.7,8.7,1.7,0.6,4.1,4.3,8.3,0.147,1.0,-0.3,0.8,1.9,"MVP-17,AS,DEF2"
41,40.0,Bill Bradley,32.0,NYK,SF,82.0,82.0,2709.0,10.2,0.471,0.163,1.8,7.2,4.4,12.6,1.2,0.4,1.0,1.5,2.5,0.044,-1.8,-0.4,-2.2,-0.1,
42,41.0,Paul Silas,32.0,BOS,PF,81.0,,2662.0,14.6,0.488,0.45,13.4,24.4,18.9,9.8,0.9,0.6,3.2,3.9,7.2,0.129,0.8,0.2,1.0,2.0,"MVP-14,DEF1"
43,42.0,Alvan Adams,21.0,PHO,C,80.0,,2656.0,21.7,0.507,0.265,8.9,20.7,14.9,27.2,2.1,2.4,3.3,3.9,7.2,0.13,3.0,1.4,4.4,4.3,"ROY-1,AS"
44,43.0,Tom Burleson,23.0,SEA,C,82.0,82.0,2647.0,17.8,0.533,0.376,9.8,19.4,14.5,9.6,1.2,3.0,5.0,3.2,8.2,0.148,1.4,0.2,1.6,2.4,
45,44.0,Gail Goodrich,32.0,LAL,SG,75.0,,2646.0,17.1,0.495,0.262,3.5,4.2,3.9,23.4,2.1,0.3,3.5,1.5,5.1,0.092,0.8,-1.2,-0.4,1.1,
46,45.0,Jim McMillian,27.0,BUF,SF,74.0,,2610.0,15.3,0.578,0.239,5.5,9.9,7.8,11.3,1.5,0.3,6.0,2.0,7.9,0.146,1.9,-0.4,1.4,2.3,
47,46.0,John Havlicek,35.0,BOS,SF,76.0,,2598.0,15.5,0.508,0.297,4.4,7.5,5.9,15.3,1.7,0.6,4.7,2.7,7.4,0.137,1.1,0.5,1.6,2.3,"MVP-24,AS,NBA2,DEF1"
48,47.0,Lou Hudson,31.0,ATL,SG,81.0,,2558.0,16.8,0.516,0.241,4.1,8.1,6.0,13.7,2.2,0.4,4.6,1.3,5.9,0.111,1.1,-0.4,0.7,1.7,
49,48.0,Geoff Petrie,27.0,POR,SG,72.0,,2557.0,15.2,0.515,0.284,1.6,5.1,3.4,19.7,1.4,0.1,3.1,1.4,4.6,0.086,0.0,-1.4,-1.5,0.3,
50,49.0,Jim Price,26.0,MIL,PG,80.0,,2525.0,13.7,0.454,0.173,3.1,7.5,5.4,21.9,2.7,0.7,0.3,2.3,2.6,0.049,-1.5,0.5,-1.0,0.7,
51,50.0,Fred Brown,27.0,SEA,SG,76.0,,2516.0,20.4,0.529,0.206,4.4,8.7,6.5,13.7,2.5,0.4,6.6,2.2,8.8,0.167,3.5,0.0,3.5,3.5,"MVP-13,AS"
52,51.0,Cornell Warner,27.0,LAL,PF,81.0,,2512.0,10.2,0.509,0.244,8.8,18.4,13.8,5.3,1.0,0.9,1.8,2.6,4.3,0.083,-1.4,-0.3,-1.7,0.2,
53,52.0,Jimmy Walker,31.0,KCK,SG,73.0,,2490.0,13.6,0.538,0.281,2.0,5.3,3.6,10.7,1.6,0.3,4.3,0.9,5.2,0.101,-0.3,-0.7,-1.0,0.6,
54,53.0,Bruce Seals,22.0,SEA,SF,81.0,,2435.0,11.5,0.475,0.3,6.5,15.2,10.7,6.6,1.2,1.0,0.8,2.1,2.9,0.057,-2.0,-0.9,-2.9,-0.5,
55,54.0,Walt Frazier,30.0,NYK,PG,59.0,,2427.0,17.7,0.527,0.233,3.3,13.8,8.5,21.4,2.0,0.2,4.4,2.4,6.8,0.134,1.9,0.6,2.5,2.8,"MVP-17,AS"
56,55.0,Otto Moore,29.0,NOJ,C,81.0,,2407.0,14.2,0.473,0.336,6.6,26.3,16.4,12.4,1.6,3.0,0.5,4.4,5.0,0.099,-0.5,2.1,1.6,2.2,
57,56.0,Ed Ratleff,25.0,HOU,SF,72.0,,2401.0,13.5,0.54,0.318,5.0,11.9,8.6,14.1,2.2,0.8,3.0,1.5,4.5,0.09,0.1,0.6,0.7,1.6,
58,57.0,Mickey Johnson,23.0,CHI,PF,81.0,,2390.0,19.4,0.52,0.348,11.0,21.7,16.0,9.3,1.9,1.6,4.8,3.6,8.3,0.167,1.9,0.4,2.3,2.6,
59,58.0,Lucius Allen,28.0,LAL,PG,76.0,,2388.0,15.1,0.501,0.253,2.7,5.8,4.3,21.1,1.9,0.4,2.4,1.5,3.9,0.079,-0.4,-0.8,-1.2,0.5,
60,59.0,Larry Steele,26.0,POR,SG,81.0,,2382.0,13.7,0.539,0.312,3.4,9.0,6.3,18.6,3.2,0.4,1.9,2.9,4.8,0.096,-1.5,1.9,0.3,1.4,
61,60.0,Pete Maravich,28.0,NOJ,SG,62.0,,2373.0,20.5,0.524,0.371,1.9,10.7,6.3,23.8,1.6,0.5,4.8,2.3,7.1,0.144,2.9,-0.4,2.5,2.7,"MVP-15,NBA1"
62,61.0,Bob Lanier,27.0,DET,C,64.0,,2363.0,22.7,0.579,0.364,9.3,23.5,16.3,13.9,1.5,1.9,7.3,2.8,10.1,0.205,4.7,0.5,5.1,4.3,
63,62.0,Curtis Perry,27.0,PHO,PF,71.0,,2353.0,15.8,0.537,0.308,9.2,22.2,15.8,11.1,1.6,1.5,2.8,3.2,6.0,0.122,0.2,0.2,0.5,1.5,
64,63.0,John Drew,21.0,ATL,SF,77.0,,2351.0,25.3,0.57,0.562,12.2,16.9,14.5,10.9,2.7,0.7,8.2,2.4,10.6,0.216,5.2,-0.3,4.9,4.1,"MVP-20,AS"
65,64.0,Bingo Smith,29.0,CLE,SG,81.0,,2338.0,13.1,0.466,0.121,3.5,11.7,7.5,9.9,1.2,0.8,1.5,2.3,3.7,0.077,-0.7,-0.5,-1.2,0.5,
66,65.0,Kevin Kunnert,24.0,HOU,C,80.0,,2335.0,16.4,0.505,0.164,12.8,23.4,18.3,9.5,1.1,2.4,2.6,2.2,4.8,0.099,0.1,-0.7,-0.6,0.8,
67,66.0,John Gianelli,25.0,NYK,C,82.0,,2332.0,12.3,0.504,0.233,8.1,16.4,12.2,6.8,0.5,1.4,2.5,1.9,4.4,0.091,0.2,-0.4,-0.2,1.1,
68,67.0,Lloyd Neal,25.0,POR,PF,68.0,,2320.0,14.8,0.517,0.296,6.5,18.9,12.9,7.5,1.0,2.4,1.8,2.9,4.7,0.097,-0.6,0.0,-0.6,0.8,
69,68.0,Dick Snyder,31.0,CLE,SG,82.0,82.0,2274.0,14.7,0.538,0.213,2.2,6.9,4.5,14.0,1.2,0.8,4.4,1.8,6.2,0.131,0.7,0.1,0.7,1.6,
70,69.0,Eric Money,20.0,DET,PG,80.0,,2267.0,16.3,0.508,0.19,3.4,6.0,4.7,21.5,2.8,0.3,2.8,1.5,4.2,0.09,0.3,0.0,0.3,1.3,
71,70.0,Ken Charles,24.0,BUF,SG,81.0,,2247.0,11.9,0.505,0.285,2.8,7.2,5.1,12.3,2.4,1.1,1.0,2.2,3.3,0.07,-1.7,0.9,-0.8,0.7,
72,71.0,Chris Ford,27.0,DET,SG,82.0,,2198.0,13.0,0.452,0.163,3.7,10.1,6.8,16.4,3.7,0.6,0.3,2.4,2.7,0.058,-1.5,2.0,0.5,1.4,
73,72.0,Clifford Ray,27.0,GSW,C,82.0,82.0,2184.0,14.1,0.558,0.569,12.0,21.9,17.0,8.2,1.6,1.9,3.0,4.0,7.0,0.154,0.4,1.2,1.6,2.0,MVP-16
74,73.0,Ollie Johnson,26.0,KCK,SF,81.0,,2150.0,13.5,0.552,0.22,5.5,11.6,8.5,9.9,1.4,1.0,3.4,1.4,4.8,0.107,0.3,-0.2,0.1,1.1,
75,74.0,Leonard Gray,24.0,SEA,PF,66.0,,2139.0,13.9,0.505,0.203,5.1,14.3,9.6,13.3,1.6,0.9,2.2,2.0,4.1,0.092,-0.1,-0.1,-0.3,0.9,
76,75.0,Al Eberhard,23.0,DET,SF,81.0,,2066.0,11.7,0.483,0.335,6.8,12.8,9.8,5.3,1.9,0.4,1.1,1.5,2.6,0.06,-1.6,-0.7,-2.3,-0.2,
77,76.0,Truck Robinson,24.0,WSB,PF,82.0,,2055.0,15.5,0.501,0.403,7.3,20.5,14.1,8.0,0.9,2.7,0.9,3.4,4.3,0.099,-0.9,0.6,-0.3,0.9,MVP-24
78,77.0,Tom Boerwinkle,30.0,CHI,C,74.0,,2045.0,17.7,0.533,0.334,12.2,28.0,19.5,21.1,1.1,1.4,3.2,3.0,6.3,0.147,1.3,1.6,2.9,2.6,
79,78.0,Joe Meriweather,22.0,HOU,C,81.0,,2042.0,14.4,0.526,0.349,8.9,18.2,13.7,5.5,0.8,3.1,2.3,1.6,3.8,0.09,-0.3,-0.6,-0.9,0.6,
80,79.0,Louie Nelson,24.0,NOJ,SG,66.0,,2030.0,12.3,0.481,0.305,3.9,6.0,4.9,12.2,1.8,0.2,1.3,1.6,2.9,0.069,-1.0,-0.3,-1.4,0.3,
81,80.0,Tom Van Arsdale,32.0,ATL,SF,75.0,,2026.0,11.1,0.477,0.211,1.7,7.9,4.7,10.9,1.3,0.2,1.1,0.5,1.6,0.038,-2.0,-1.3,-3.3,-0.7,
82,81.0,John Shumate,23.0,2TM,PF,75.0,,1976.0,17.3,0.596,0.551,7.9,21.6,14.9,9.2,1.9,0.9,3.8,2.7,6.5,0.158,1.8,0.3,2.1,2.0,ROY-5
83,81.0,John Shumate,23.0,PHO,PF,43.0,,930.0,19.0,0.582,0.541,7.2,20.7,14.0,10.1,2.1,0.9,1.8,1.3,3.1,0.158,2.1,0.2,2.3,1.0,
84,81.0,John Shumate,23.0,BUF,PF,32.0,,1046.0,15.8,0.614,0.563,8.5,22.4,15.7,8.4,1.6,0.9,2.0,1.4,3.4,0.158,1.5,0.4,1.9,1.0,
85,82.0,Campy Russell,24.0,CLE,SF,82.0,,1961.0,19.0,0.534,0.343,6.8,11.5,9.0,8.6,1.7,0.3,4.7,2.0,6.7,0.164,2.2,-0.5,1.6,1.8,
86,83.0,Mike Riordan,30.0,WSB,SF,78.0,,1943.0,9.2,0.464,0.145,2.4,7.4,5.0,8.9,1.3,0.3,-0.1,1.8,1.7,0.042,-3.0,-0.1,-3.1,-0.6,
87,84.0,Nate Williams,25.0,NOJ,SF,81.0,,1935.0,15.9,0.493,0.252,6.9,11.7,9.3,8.8,2.5,0.5,1.8,2.4,4.3,0.106,-0.3,0.1,-0.1,0.9,
88,85.0,Jack Marin,31.0,2TM,SF,79.0,,1909.0,12.7,0.473,0.232,3.5,10.3,6.7,11.9,1.1,0.3,1.6,1.4,3.1,0.077,-0.8,-0.7,-1.5,0.3,
89,85.0,Jack Marin,31.0,BUF,SF,12.0,,278.0,11.9,0.502,0.351,3.9,10.9,7.5,11.2,1.1,1.1,0.2,0.2,0.4,0.07,-1.3,-0.4,-1.7,0.0,
90,85.0,Jack Marin,31.0,CHI,SF,67.0,,1631.0,12.8,0.469,0.216,3.4,10.2,6.6,12.1,1.1,0.2,1.4,1.2,2.7,0.078,-0.7,-0.7,-1.4,0.2,
91,86.0,Connie Hawkins,33.0,ATL,PF,74.0,,1907.0,14.3,0.497,0.36,5.4,19.1,12.0,15.7,1.9,1.3,1.7,1.8,3.5,0.087,0.4,0.9,1.3,1.6,
92,87.0,Ricky Sobers,23.0,PHO,SG,78.0,,1898.0,13.1,0.507,0.308,4.6,10.1,7.4,15.9,2.5,0.2,0.9,1.9,2.8,0.072,-2.0,0.4,-1.6,0.2,
93,88.0,Lionel Hollins,22.0,POR,PG,74.0,,1891.0,14.3,0.472,0.335,2.2,7.2,4.7,23.1,3.1,0.8,-0.4,2.2,1.8,0.047,-2.0,0.8,-1.2,0.4,ROY-4
94,89.0,Dick Van Arsdale,32.0,PHO,SG,58.0,,1870.0,12.4,0.555,0.412,2.3,5.6,4.0,10.5,1.3,0.3,3.1,0.9,4.0,0.102,-0.4,-1.0,-1.3,0.3,
95,90.0,Keith Erickson,31.0,PHO,SF,74.0,,1850.0,14.1,0.518,0.242,6.3,13.1,9.7,14.4,1.9,0.2,2.0,1.8,3.8,0.098,-0.3,-0.2,-0.6,0.7,
96,91.0,E.C. Coleman,25.0,NOJ,PF,67.0,,1850.0,9.7,0.474,0.186,6.6,16.0,11.3,6.5,1.4,0.9,0.4,2.1,2.5,0.065,-2.1,0.4,-1.7,0.1,
97,92.0,Don Ford,23.0,LAL,SF,76.0,,1838.0,11.6,0.471,0.196,6.4,10.8,8.7,8.3,1.2,0.4,0.7,1.2,2.0,0.051,-1.5,-1.3,-2.8,-0.4,
98,93.0,Corky Calhoun,25.0,LAL,SF,76.0,,1816.0,9.0,0.506,0.226,6.4,11.4,9.0,5.8,1.5,1.0,1.0,1.5,2.5,0.066,-1.9,0.3,-1.6,0.2,
99,94.0,Henry Bibby,26.0,NOJ,PG,79.0,,1772.0,13.5,0.5,0.404,3.2,6.9,5.0,18.3,1.6,0.1,1.6,1.4,2.9,0.079,-0.9,-0.6,-1.6,0.2,
100,95.0,Dwight Jones,23.0,ATL,C,66.0,,1762.0,15.0,0.521,0.404,9.7,21.3,15.3,6.8,1.4,1.9,2.2,1.7,3.8,0.104,-0.3,-0.4,-0.7,0.6,
101,96.0,John Brown,24.0,ATL,PF,75.0,,1758.0,12.6,0.512,0.43,8.3,15.5,11.8,10.1,1.2,0.5,1.7,1.0,2.6,0.072,-1.1,-0.8,-1.9,0.0,
102,97.0,George Johnson,27.0,GSW,C,82.0,,1745.0,13.2,0.517,0.305,11.1,23.1,17.2,5.6,1.3,5.1,1.3,3.8,5.0,0.138,-1.4,2.6,1.2,1.4,
103,98.0,Ron Behagen,25.0,NOJ,PF,66.0,,1733.0,16.3,0.494,0.259,10.8,21.0,15.9,12.1,1.7,0.8,1.8,2.5,4.3,0.118,0.3,0.1,0.4,1.0,
104,99.0,Harvey Catchings,24.0,PHI,C,75.0,68.0,1731.0,9.6,0.464,0.397,10.7,18.3,14.5,4.5,0.5,4.9,0.0,2.3,2.3,0.065,-2.6,1.7,-0.9,0.5,
105,100.0,Gus Williams,22.0,GSW,PG,77.0,,1728.0,17.0,0.473,0.273,3.5,5.3,4.4,19.3,3.6,0.8,1.6,2.6,4.2,0.117,0.5,1.4,1.9,1.7,ROY-2
106,101.0,Butch Beard,28.0,2TM,PG,75.0,,1704.0,14.5,0.517,0.387,6.1,12.7,9.4,17.3,2.2,0.3,1.9,1.8,3.7,0.105,-0.5,1.0,0.5,1.1,
107,101.0,Butch Beard,28.0,CLE,PG,15.0,,255.0,14.5,0.456,0.411,5.5,12.1,8.7,23.7,1.9,0.4,0.1,0.3,0.4,0.073,-1.6,0.3,-1.3,0.1,
108,101.0,Butch Beard,28.0,NYK,PG,60.0,,1449.0,14.5,0.53,0.382,6.2,12.8,9.5,16.2,2.3,0.2,1.8,1.5,3.3,0.11,-0.3,1.1,0.9,1.0,
109,102.0,John Johnson,28.0,2TM,SF,76.0,,1697.0,15.2,0.491,0.222,6.1,14.6,10.5,18.0,1.5,1.1,1.3,1.1,2.5,0.07,0.3,-0.4,-0.1,0.8,
110,102.0,John Johnson,28.0,POR,SF,9.0,,212.0,15.9,0.526,0.307,6.4,12.7,9.6,14.0,1.5,2.0,0.2,0.2,0.4,0.101,-0.6,0.2,-0.4,0.1,
111,102.0,John Johnson,28.0,HOU,SF,67.0,,1485.0,15.1,0.486,0.21,6.1,14.9,10.7,18.6,1.5,1.0,1.1,0.9,2.0,0.066,0.4,-0.5,-0.1,0.7,
112,103.0,Bill Walton,23.0,POR,C,51.0,,1687.0,19.5,0.494,0.311,8.2,32.4,20.6,19.7,1.3,2.5,0.7,3.1,3.8,0.109,1.6,1.5,3.1,2.2,MVP-24
113,104.0,Kevin Restani,24.0,MIL,PF,82.0,,1650.0,10.9,0.481,0.085,7.5,16.0,11.9,8.0,1.0,0.4,0.9,1.3,2.2,0.065,-1.1,-0.6,-1.7,0.1,
114,105.0,Junior Bridgeman,22.0,MIL,SF,81.0,,1646.0,13.7,0.485,0.247,7.4,11.1,9.3,13.7,1.5,0.7,0.8,1.2,2.1,0.06,-1.2,-0.7,-1.9,0.0,
115,106.0,Herm Gilliam,29.0,SEA,SG,81.0,,1644.0,13.8,0.473,0.172,3.4,10.6,6.9,17.2,2.2,0.4,1.2,1.4,2.7,0.078,-0.4,0.1,-0.3,0.7,
116,107.0,Cazzie Russell,31.0,LAL,SF,74.0,,1625.0,14.7,0.504,0.185,3.1,7.6,5.4,11.2,1.4,0.1,2.2,0.9,3.0,0.09,-0.1,-1.3,-1.4,0.2,
117,108.0,Larry McNeill,25.0,KCK,PF,82.0,,1613.0,17.0,0.546,0.448,9.8,22.6,16.2,6.7,1.4,1.1,2.6,1.8,4.3,0.129,-0.3,-0.8,-1.1,0.4,
118,109.0,Mike Sojourner,22.0,ATL,C,67.0,,1602.0,13.1,0.5,0.227,7.9,21.4,14.5,5.3,1.1,1.3,1.3,1.3,2.7,0.079,-0.7,-0.9,-1.6,0.2,
119,110.0,Archie Clark,34.0,DET,SG,79.0,,1589.0,12.5,0.478,0.201,1.7,7.3,4.5,18.7,1.8,0.1,1.0,0.7,1.7,0.051,-1.4,-0.8,-2.2,-0.1,
120,111.0,Dave Meyers,22.0,MIL,PF,72.0,,1589.0,13.4,0.47,0.445,8.2,20.6,14.6,8.4,2.1,0.8,0.3,2.1,2.4,0.072,-1.1,0.3,-0.7,0.5,
121,112.0,Leon Benbow,25.0,CHI,SG,76.0,,1586.0,10.9,0.443,0.254,3.9,7.6,5.6,15.4,1.9,0.4,0.1,1.4,1.5,0.045,-2.6,0.2,-2.4,-0.2,
122,113.0,Mike Bantom,24.0,2TM,SF,73.0,,1571.0,12.5,0.511,0.418,9.0,16.9,12.9,8.9,0.8,0.9,1.4,1.3,2.7,0.083,-1.2,-0.8,-2.0,0.0,
123,113.0,Mike Bantom,24.0,PHO,SF,7.0,,68.0,9.1,0.372,0.192,11.3,25.3,18.4,5.9,1.3,1.6,-0.1,0.1,0.0,-0.02,-4.4,-0.4,-4.9,-0.1,
124,113.0,Mike Bantom,24.0,SEA,SF,66.0,,1503.0,12.7,0.518,0.431,8.9,16.6,12.6,9.0,0.8,0.9,1.5,1.2,2.8,0.088,-1.1,-0.8,-1.9,0.0,
125,114.0,John Laskowski,22.0,CHI,SG,71.0,,1570.0,11.3,0.441,0.174,3.1,11.5,7.0,5.8,1.7,0.4,0.2,1.5,1.7,0.051,-1.6,-0.3,-1.9,0.1,
