,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
256,221.0,Jerome Anderson,22.0,BOS,SG,22.0,,126.0,13.0,0.586,0.356,3.1,7.0,5.1,6.9,1.1,1.2,0.2,0.1,0.3,0.12,-2.7,0.4,-2.3,0.0,
257,222.0,Henry Dickerson,24.0,DET,SG,17.0,,112.0,4.6,0.388,0.552,2.7,0.0,1.4,8.8,0.8,0.5,-0.2,0.0,-0.2,-0.07,-4.7,-1.1,-5.8,-0.2,
258,223.0,Jerry Baskerville,24.0,PHI,SF,21.0,0.0,105.0,8.0,0.393,0.615,12.0,13.8,12.9,3.6,2.6,2.4,-0.2,0.2,0.0,-0.019,-5.7,0.4,-5.2,-0.1,
259,224.0,Mike D'Antoni,24.0,KCK,SG,9.0,,101.0,7.7,0.287,0.074,4.0,10.2,7.1,20.4,4.5,0.0,-0.2,0.1,-0.1,-0.047,-4.9,1.2,-3.7,-0.1,
260,225.0,Luke Witte,25.0,CLE,C,22.0,,99.0,10.2,0.402,0.469,9.0,31.2,19.7,5.2,0.5,0.6,-0.1,0.2,0.1,0.026,-4.1,-0.6,-4.6,-0.1,
261,226.0,Len Kosmalski,24.0,KCK,C,9.0,,93.0,12.1,0.433,0.35,9.8,17.8,13.7,17.0,1.5,2.3,0.0,0.1,0.1,0.041,-2.5,0.6,-1.9,0.1,
262,227.0,Dennis Bell,24.0,NYK,SF,10.0,,76.0,8.8,0.395,0.333,5.3,13.7,9.5,5.2,3.6,0.7,-0.1,0.1,0.0,0.009,-3.9,0.8,-3.1,0.0,
263,228.0,Tom Kropp,22.0,WSB,SG,25.0,,72.0,3.9,0.291,0.2,7.5,14.0,10.8,14.6,1.3,0.0,-0.3,0.1,-0.2,-0.16,-6.6,-0.6,-7.2,-0.2,
264,229.0,Ken Mayfield,27.0,NYK,SG,13.0,,64.0,7.3,0.391,0.065,1.6,11.4,6.4,10.4,0.0,0.0,-0.2,0.0,-0.2,-0.134,-5.8,-1.3,-7.0,-0.2,
265,230.0,C.J. Kupec,23.0,LAL,SF,16.0,,55.0,9.7,0.301,0.275,7.2,32.0,20.0,12.7,2.4,0.0,-0.3,0.1,-0.2,-0.198,-5.8,-0.9,-6.7,-0.1,
266,231.0,John Roche,26.0,LAL,SG,15.0,,52.0,0.9,0.254,0.286,0.0,5.3,2.8,13.7,0.0,0.0,-0.2,0.0,-0.2,-0.151,-5.4,-0.9,-6.2,-0.1,
267,232.0,Greg Lee,24.0,POR,PG,5.0,,35.0,12.8,0.615,0.5,0.0,5.7,2.9,38.9,2.5,0.0,0.0,0.0,0.0,0.041,-3.8,0.2,-3.5,0.0,
268,233.0,Larry Fogle,22.0,NYK,SG,2.0,,14.0,-0.5,0.2,0.0,7.2,14.9,11.0,0.0,3.3,0.0,-0.1,0.0,0.0,-0.163,-5.1,0.0,-5.1,0.0,
269,234.0,Ed Searcy,23.0,BOS,SF,4.0,,12.0,5.6,0.436,0.333,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,-0.086,-4.9,-0.2,-5.0,0.0,
270,235.0,John Block,31.0,CHI,PF,2.0,,7.0,12.9,0.41,0.5,0.0,30.9,14.4,0.0,6.8,0.0,0.0,0.0,0.0,-0.121,-4.7,0.2,-4.6,0.0,
271,236.0,Jim Washington,32.0,BUF,PF,1.0,,7.0,3.7,0.0,0.0,15.4,0.0,7.5,16.2,0.0,0.0,0.0,0.0,0.0,-0.017,-4.3,-0.1,-4.5,0.0,
272,237.0,Walt Wesley,31.0,LAL,C,1.0,,7.0,13.3,0.532,2.0,0.0,13.2,6.8,18.9,0.0,0.0,0.0,0.0,0.0,0.042,-4.6,0.0,-4.6,0.0,
273,238.0,Greg Smith,29.0,POR,SF,1.0,,3.0,-18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.709,-5.1,-0.1,-5.2,0.0,
274,,League Average,,,,,,,,0.504,0.294,6.0,13.9,10.0,13.8,1.7,1.0,,,,,,,,,
