,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
57,54.0,Truck Robinson,27.0,PHO,PF,26.0,,756.0,14.2,0.539,0.369,8.4,24.4,16.5,6.9,1.0,0.8,18.9,24.3,0.0,1.0,1.0,0.061,-1.9,-1.5,-3.5,-0.3,
58,55.0,Mike Bantom,27.0,IND,PF,81.0,81.0,2528.0,15.7,0.503,0.326,9.2,17.3,13.2,12.3,1.8,1.3,14.0,21.3,2.2,3.0,5.2,0.099,0.0,0.3,0.2,1.4,
59,56.0,Armond Hill,25.0,ATL,PG,82.0,82.0,2527.0,11.8,0.518,0.422,1.7,5.5,3.5,24.8,1.9,0.4,20.0,15.8,2.4,1.8,4.2,0.08,-0.9,-0.5,-1.4,0.4,
60,57.0,Dave Cowens,30.0,BOS,C,68.0,,2517.0,15.2,0.516,0.185,6.7,22.2,14.4,13.7,1.4,1.1,13.7,19.6,2.4,2.4,4.8,0.091,0.1,0.2,0.3,1.5,
61,58.0,John Long,22.0,DET,SG,82.0,,2498.0,13.6,0.498,0.153,5.1,6.0,5.5,6.9,1.8,0.4,9.4,22.3,2.2,1.4,3.6,0.07,-1.0,-1.0,-2.0,0.0,
62,59.0,Scott Wedman,26.0,KCK,SF,73.0,,2498.0,16.9,0.572,0.258,5.7,11.2,8.4,8.0,1.4,0.7,8.3,19.6,6.0,2.6,8.6,0.165,2.0,-0.2,1.9,2.4,
63,60.0,Wilbur Holland,27.0,CHI,SG,82.0,,2483.0,13.1,0.507,0.187,3.5,7.7,5.6,19.0,2.3,0.3,15.4,19.4,1.7,2.1,3.8,0.074,-1.3,0.4,-1.0,0.7,
64,61.0,Maurice Lucas,26.0,POR,PF,69.0,,2462.0,18.4,0.517,0.286,8.6,24.0,16.2,13.1,1.2,1.8,14.6,25.5,2.9,3.3,6.2,0.121,1.0,-0.3,0.7,1.7,"AS,DEF2"
65,62.0,Ron Brewer,23.0,POR,SG,81.0,,2454.0,14.2,0.544,0.292,3.9,6.5,5.2,9.4,1.9,1.8,13.4,18.4,3.3,2.3,5.6,0.109,0.5,0.2,0.7,1.7,
66,63.0,John Williamson,27.0,NJN,SG,74.0,,2451.0,16.4,0.527,0.32,2.2,6.4,4.2,16.8,1.6,0.3,13.0,27.4,3.0,2.0,5.1,0.099,0.7,-1.1,-0.5,0.9,
67,64.0,Walter Davis,24.0,PHO,SF,79.0,,2437.0,23.0,0.606,0.3,5.1,11.8,8.5,21.1,2.7,0.6,16.0,29.0,6.3,3.1,9.4,0.184,3.8,0.4,4.2,3.8,"MVP-10,AS,NBA2"
68,65.0,Bob Wilkerson,24.0,DEN,SF,80.0,,2425.0,12.0,0.482,0.199,4.3,13.4,8.9,16.1,2.2,0.4,17.2,18.1,0.0,2.9,2.9,0.058,-1.5,0.6,-0.9,0.7,
69,66.0,Eddie Johnson,23.0,ATL,SG,78.0,77.0,2413.0,16.7,0.561,0.297,2.8,4.9,3.8,22.1,2.3,0.3,16.1,21.7,4.4,1.9,6.3,0.126,1.4,-0.2,1.2,2.0,DEF2
70,67.0,Robert Parish,25.0,GSW,C,76.0,,2411.0,20.8,0.529,0.253,11.7,29.2,20.4,6.9,1.9,4.9,15.9,24.6,1.8,5.4,7.1,0.142,0.3,1.8,2.2,2.5,
71,68.0,John Drew,24.0,ATL,SF,79.0,79.0,2410.0,21.7,0.536,0.492,9.7,13.9,11.7,8.1,2.5,0.4,11.2,30.9,6.1,2.8,8.9,0.177,2.9,-0.8,2.1,2.5,
72,69.0,Maurice Cheeks,22.0,PHI,PG,82.0,82.0,2409.0,12.6,0.541,0.245,2.8,7.9,5.5,22.8,3.2,0.3,23.3,13.4,1.3,3.6,4.9,0.097,-1.4,2.1,0.7,1.6,
73,70.0,Wes Unseld,32.0,WSB,C,77.0,,2406.0,17.8,0.599,0.392,11.7,23.2,17.5,15.9,1.3,0.8,18.2,13.6,5.3,3.5,8.7,0.174,2.8,1.5,4.3,3.8,
74,71.0,Jim Cleamons,29.0,NYK,PG,79.0,,2390.0,11.8,0.513,0.26,2.9,7.2,5.1,19.7,1.4,0.2,16.2,14.3,2.3,1.1,3.4,0.068,-0.7,-0.6,-1.2,0.5,
75,72.0,John Johnson,31.0,SEA,SF,82.0,82.0,2386.0,11.2,0.484,0.305,5.6,12.6,9.1,20.3,1.1,0.6,21.4,19.5,-0.4,3.0,2.7,0.053,-1.8,0.0,-1.8,0.1,
76,73.0,Ray Williams,24.0,NYK,PG,81.0,,2370.0,17.7,0.502,0.249,4.7,8.5,6.6,31.0,2.5,0.4,17.0,27.8,1.9,1.9,3.9,0.078,1.3,-0.7,0.6,1.6,
77,74.0,Alvan Adams,24.0,PHO,C,77.0,,2364.0,20.4,0.57,0.269,10.5,22.4,16.6,20.8,2.1,1.4,18.9,24.1,3.9,3.7,7.6,0.154,2.3,1.2,3.4,3.2,
78,75.0,Spencer Haywood,29.0,2TM,PF,68.0,,2361.0,16.8,0.533,0.242,7.5,15.3,11.5,8.2,0.8,1.8,13.0,25.1,2.5,1.8,4.3,0.087,0.3,-1.3,-1.0,0.6,
79,75.0,Spencer Haywood,29.0,NYK,PF,34.0,,1023.0,15.6,0.528,0.287,6.9,14.8,10.8,8.0,0.4,1.5,13.2,25.3,1.0,0.7,1.6,0.077,-0.1,-1.7,-1.8,0.1,
80,75.0,Spencer Haywood,29.0,NOJ,PF,34.0,,1338.0,17.7,0.537,0.21,8.0,15.6,11.9,8.4,1.0,1.9,12.9,24.9,1.5,1.2,2.7,0.096,0.6,-1.0,-0.4,0.5,
81,76.0,Jo Jo White,32.0,2TM,PG,76.0,,2338.0,11.2,0.483,0.174,2.0,7.5,4.7,20.3,1.6,0.2,17.8,20.1,-0.3,1.4,1.1,0.023,-1.9,-1.0,-3.0,-0.6,
82,76.0,Jo Jo White,32.0,BOS,PG,47.0,,1455.0,10.2,0.464,0.149,1.7,8.2,4.9,20.4,1.7,0.1,18.3,20.9,-1.0,0.7,-0.3,-0.008,-2.5,-1.4,-3.9,-0.7,
83,76.0,Jo Jo White,32.0,GSW,PG,29.0,,883.0,12.7,0.52,0.22,2.4,6.4,4.4,20.1,1.4,0.2,16.9,19.0,0.7,0.7,1.4,0.075,-0.9,-0.5,-1.4,0.1,
84,77.0,Bobby Jones,27.0,PHI,PF,80.0,78.0,2304.0,16.7,0.584,0.393,9.4,14.4,12.0,11.8,2.1,2.2,16.7,16.8,3.9,3.8,7.7,0.16,1.2,1.6,2.8,2.8,DEF1
85,78.0,Phil Smith,26.0,GSW,SG,59.0,,2288.0,16.1,0.538,0.261,2.2,7.7,5.0,16.2,2.1,0.5,13.5,22.3,2.8,2.4,5.2,0.11,0.6,0.4,1.0,1.7,
86,79.0,Gus Williams,25.0,SEA,PG,76.0,,2266.0,21.1,0.534,0.258,5.1,6.2,5.7,21.9,3.2,0.7,12.2,26.9,4.7,3.5,8.3,0.175,3.1,1.8,4.9,4.0,
87,80.0,Eddie Jordan,24.0,NJN,PG,82.0,,2260.0,13.8,0.47,0.285,3.3,6.8,5.0,23.1,3.9,1.0,18.4,22.0,-0.9,3.3,2.4,0.051,-1.4,1.6,0.2,1.2,
88,81.0,Robert Reid,23.0,HOU,SF,82.0,,2259.0,13.9,0.521,0.239,6.3,16.8,11.6,13.2,1.5,1.1,13.2,17.3,2.9,1.7,4.5,0.096,0.0,0.5,0.4,1.4,
89,82.0,Bob McAdoo,27.0,2TM,C,60.0,,2231.0,20.4,0.561,0.399,6.3,19.1,12.7,11.5,1.5,1.6,14.1,27.1,3.5,2.3,5.8,0.125,2.4,-0.2,2.3,2.4,
90,82.0,Bob McAdoo,27.0,NYK,PF,40.0,,1594.0,21.5,0.572,0.422,6.3,19.4,12.8,12.2,1.8,1.6,14.0,26.9,3.0,1.8,4.8,0.146,3.2,0.2,3.4,2.2,
91,82.0,Bob McAdoo,27.0,BOS,C,20.0,,637.0,17.5,0.534,0.344,6.2,18.4,12.3,9.9,0.8,1.6,14.3,27.5,0.5,0.5,1.0,0.073,0.6,-1.1,-0.5,0.2,
92,83.0,Leon Douglas,24.0,DET,C,78.0,,2215.0,12.1,0.529,0.47,11.3,20.2,15.6,4.3,0.8,1.3,18.4,17.7,1.1,2.0,3.1,0.068,-2.3,-1.4,-3.7,-0.9,
93,84.0,Steve Hawes,28.0,ATL,PF,81.0,54.0,2205.0,15.0,0.523,0.175,9.0,20.5,14.5,11.7,1.7,1.2,15.1,17.2,2.6,2.8,5.4,0.118,0.6,0.5,1.0,1.7,
94,85.0,Tom Boswell,25.0,DEN,PF,79.0,,2201.0,14.6,0.577,0.471,11.9,13.6,12.8,14.7,1.0,1.2,20.3,16.0,3.4,2.2,5.6,0.122,0.8,0.1,0.9,1.6,
95,86.0,Bill Robinzine,26.0,KCK,PF,82.0,,2179.0,16.4,0.581,0.294,10.6,21.5,15.9,6.5,2.2,0.4,15.9,19.8,3.4,3.4,6.9,0.151,0.0,0.3,0.3,1.3,
96,87.0,James Silas,29.0,SAS,PG,79.0,,2171.0,16.0,0.576,0.436,1.8,6.9,4.4,16.2,1.5,0.5,15.3,22.6,4.0,1.7,5.7,0.126,0.3,-0.9,-0.6,0.8,
97,88.0,Caldwell Jones,28.0,PHI,C,78.0,75.0,2171.0,13.4,0.512,0.254,8.8,26.2,17.9,9.1,0.8,3.8,18.0,15.5,0.8,4.2,5.0,0.111,-1.8,1.7,-0.1,1.0,
98,89.0,Lonnie Shelton,23.0,SEA,PF,76.0,,2158.0,14.9,0.543,0.22,8.9,14.0,11.4,7.5,1.6,1.8,16.6,20.5,1.7,3.4,5.1,0.114,-0.7,0.8,0.0,1.1,
99,90.0,Mychal Thompson,24.0,POR,C,73.0,,2144.0,17.0,0.508,0.287,10.1,21.3,15.7,12.1,1.5,3.5,16.3,23.2,1.2,3.2,4.4,0.098,-0.1,0.6,0.5,1.3,
100,91.0,Kent Benson,24.0,MIL,C,82.0,,2132.0,17.3,0.555,0.307,9.7,20.6,15.1,12.1,1.9,2.0,14.7,19.3,3.5,2.9,6.4,0.143,0.6,0.8,1.4,1.8,
101,92.0,Gail Goodrich,35.0,NOJ,SG,74.0,,2130.0,13.1,0.499,0.24,3.2,5.1,4.2,23.5,1.9,0.3,16.4,20.1,1.1,1.0,2.2,0.049,-1.1,-1.1,-2.2,-0.1,
102,93.0,Billy Paultz,30.0,SAS,C,79.0,,2122.0,15.5,0.541,0.256,8.7,21.8,15.5,10.5,0.7,2.9,15.7,17.8,2.1,2.9,5.1,0.114,0.3,0.5,0.7,1.5,
103,94.0,Mike Gale,28.0,SAS,SG,82.0,,2121.0,12.3,0.5,0.176,2.1,7.0,4.6,20.6,3.1,0.9,18.8,14.5,1.0,2.6,3.6,0.082,-1.1,1.6,0.6,1.4,
104,95.0,Billy Knight,26.0,2TM,SF,79.0,3.0,2095.0,15.3,0.586,0.354,4.8,13.0,8.9,10.5,1.4,0.2,18.9,22.2,2.3,1.4,3.7,0.085,0.3,-1.0,-0.7,0.7,
105,95.0,Billy Knight,26.0,BOS,SF,40.0,,1119.0,12.1,0.556,0.335,4.0,13.2,8.6,8.4,1.2,0.1,20.5,22.0,0.1,0.6,0.7,0.029,-1.5,-1.6,-3.2,-0.3,
106,95.0,Billy Knight,26.0,IND,SF,39.0,3.0,976.0,19.0,0.618,0.376,5.6,12.8,9.2,13.0,1.5,0.3,17.1,22.5,2.2,0.8,3.0,0.149,2.4,-0.4,2.0,1.0,
107,96.0,Tom Henderson,27.0,WSB,PG,70.0,,2081.0,13.9,0.519,0.304,2.5,5.4,4.0,24.5,1.9,0.2,16.9,16.1,2.7,1.8,4.5,0.103,0.4,0.1,0.4,1.3,
108,97.0,George Johnson,30.0,NJN,C,78.0,,2058.0,11.1,0.475,0.286,9.9,22.1,15.7,5.5,1.4,6.6,24.7,13.2,-1.3,3.9,2.6,0.061,-3.7,2.8,-0.9,0.6,
109,98.0,John Gianelli,28.0,MIL,C,82.0,,2057.0,10.3,0.511,0.194,6.6,15.4,11.0,9.1,1.0,1.5,15.6,12.8,1.2,1.8,3.0,0.07,-1.3,0.0,-1.4,0.3,
110,99.0,Darryl Dawkins,22.0,PHI,C,78.0,12.0,2035.0,15.6,0.545,0.283,6.6,24.9,16.1,9.1,0.7,3.6,17.4,21.7,0.8,3.8,4.6,0.108,-1.7,1.2,-0.5,0.8,
111,100.0,Marvin Webster,26.0,NYK,C,60.0,,2027.0,13.4,0.504,0.47,10.5,24.4,17.4,10.6,0.5,2.9,20.2,16.3,0.5,2.3,2.8,0.066,-0.9,0.3,-0.6,0.7,
112,101.0,Sidney Wicks,29.0,SDC,PF,79.0,,2022.0,11.1,0.497,0.334,8.4,13.0,10.7,7.9,1.6,0.9,18.8,17.9,0.5,1.0,1.5,0.037,-1.6,-0.9,-2.6,-0.3,
113,102.0,Swen Nater,29.0,SDC,C,79.0,,2006.0,16.9,0.605,0.263,11.5,25.6,18.6,9.1,0.9,0.7,19.5,16.4,3.9,1.6,5.5,0.133,1.4,-0.8,0.6,1.3,
114,103.0,Jan van Breda Kolff,27.0,NJN,SF,80.0,,1998.0,10.8,0.534,0.433,5.5,15.0,10.1,11.6,1.9,2.0,21.1,12.0,0.9,2.7,3.6,0.087,-1.6,1.7,0.1,1.1,
115,104.0,Eric Money,23.0,2TM,PG,70.0,0.0,1979.0,14.4,0.53,0.265,3.6,5.0,4.3,25.4,1.9,0.3,19.1,23.6,0.9,1.8,2.7,0.065,-0.1,-0.9,-1.1,0.5,
116,104.0,Eric Money,23.0,NJN,PG,47.0,,1434.0,15.4,0.519,0.271,3.9,5.4,4.6,26.7,2.3,0.4,18.0,24.1,0.8,1.4,2.1,0.072,0.4,-0.7,-0.3,0.6,
117,104.0,Eric Money,23.0,PHI,PG,23.0,0.0,545.0,11.8,0.565,0.249,3.0,4.0,3.5,21.9,1.1,0.2,22.3,22.1,0.1,0.4,0.5,0.048,-1.7,-1.6,-3.3,-0.2,
