,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
361,275.0,Phil Bond,23.0,HOU,SG,7.0,,21.0,5.3,0.333,0.0,4.9,15.6,10.1,11.9,2.3,0.0,25.0,15.2,-0.1,0.0,0.0,-0.092,-4.4,-0.1,-4.5,0.0,
362,276.0,Glenn Mosley,22.0,PHI,PF,6.0,0.0,21.0,0.6,0.404,0.538,0.0,23.3,12.1,14.1,0.0,0.0,23.7,38.0,-0.1,0.0,-0.1,-0.228,-5.4,-0.5,-5.9,-0.1,
363,277.0,Wayman Britt,25.0,DET,SG,7.0,,16.0,13.5,0.383,0.4,6.7,19.4,13.1,17.7,2.8,0.0,7.8,30.5,0.0,0.0,0.0,0.046,-4.5,0.0,-4.5,0.0,
364,278.0,Ticky Burden,24.0,NYK,SG,2.0,,15.0,6.9,0.5,0.0,0.0,0.0,0.0,7.5,2.9,0.0,0.0,5.0,0.0,0.0,0.0,0.067,-4.1,0.1,-4.0,0.0,
365,279.0,Steve Kuberski,30.0,BOS,PF,3.0,,14.0,0.6,0.25,0.0,7.4,35.5,21.8,0.0,3.2,0.0,33.3,16.6,-0.1,0.0,0.0,-0.14,-4.9,0.0,-4.9,0.0,
366,280.0,Glenn Hansen,25.0,2TM,SG,5.0,,13.0,-16.4,0.0,0.0,7.8,0.0,3.9,8.5,3.4,0.0,12.5,24.0,-0.1,0.0,-0.1,-0.47,-5.1,-0.2,-5.3,-0.1,
367,280.0,Glenn Hansen,25.0,CHI,SG,2.0,,4.0,-28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,30.3,-0.1,0.0,-0.1,-0.773,-5.1,-0.3,-5.4,0.0,
368,280.0,Glenn Hansen,25.0,KCK,SG,3.0,,9.0,-10.9,0.0,0.0,11.3,0.0,5.7,12.2,4.9,0.0,0.0,21.2,-0.1,0.0,-0.1,-0.336,-5.2,-0.1,-5.3,0.0,
369,281.0,Norm Cook,22.0,DEN,SF,2.0,,10.0,3.8,0.333,0.0,10.7,19.8,15.4,12.6,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.064,-4.6,-0.1,-4.7,0.0,
370,282.0,Willie Wise,30.0,SEA,SF,2.0,,10.0,-5.9,0.105,1.333,19.5,10.6,15.3,0.0,0.0,0.0,0.0,18.1,-0.1,0.0,0.0,-0.208,-4.8,-0.4,-5.2,0.0,
371,283.0,Andre McCarter,24.0,KCK,PG,1.0,,9.0,-7.2,0.0,0.0,0.0,11.4,5.7,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-0.177,-4.8,-0.2,-5.0,0.0,
372,284.0,Willie Smith,24.0,IND,PG,1.0,0.0,7.0,2.0,,,0.0,0.0,0.0,16.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.034,-4.5,0.0,-4.5,0.0,
373,285.0,Dean Tolson,26.0,SEA,PF,1.0,,7.0,-7.1,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,50.0,10.9,0.0,0.0,0.0,-0.196,-4.8,0.1,-4.7,0.0,
374,,League Average,,,,,,,,0.515,0.306,6.4,13.6,10.0,14.4,1.8,1.1,15.8,20.0,,,,,,,,,
